Name	Key	Frames	X	Y	Size
1f1f0	[2Y]	1	0.8085938	0.03515625	0.01757813
1f1f1-1f1e6	[2Z]	1	0.8261719	0.03515625	0.01757813
1f1f1-1f1e7	[2a]	1	0.84375	0.03515625	0.01757813
1f1f1-1f1e8	[2b]	1	0.8613281	0.03515625	0.01757813
1f1f1-1f1ee	[2c]	1	0.8789063	0.03515625	0.01757813
1f1f1-1f1f0	[2d]	1	0.8964844	0.03515625	0.01757813
1f1f1-1f1f7	[2e]	1	0.9140625	0.03515625	0.01757813
1f1f1-1f1f8	[2f]	1	0.9316406	0.03515625	0.01757813
1f1f1-1f1f9	[2g]	1	0.9492188	0.03515625	0.01757813
1f1f1-1f1fa	[2h]	1	0.9667969	0.03515625	0.01757813
1f1f1-1f1fb	[2i]	1	0	0.05273438	0.01757813
1f1f1-1f1fe	[2j]	1	0.01757813	0.05273438	0.01757813
1f1f1	[2k]	1	0.03515625	0.05273438	0.01757813
1f1f2-1f1e6	[2l]	1	0.05273438	0.05273438	0.01757813
1f1f2-1f1e8	[2m]	1	0.0703125	0.05273438	0.01757813
1f1f2-1f1e9	[2n]	1	0.08789063	0.05273438	0.01757813
1f1f2-1f1ea	[2o]	1	0.1054688	0.05273438	0.01757813
1f1f2-1f1eb	[2p]	1	0.1230469	0.05273438	0.01757813
1f1f2-1f1ec	[2q]	1	0.140625	0.05273438	0.01757813
1f1f2-1f1ed	[2r]	1	0.1582031	0.05273438	0.01757813
1f1f2-1f1f0	[2s]	1	0.1757813	0.05273438	0.01757813
1f1f2-1f1f1	[2t]	1	0.1933594	0.05273438	0.01757813
1f1f2-1f1f2	[2u]	1	0.2109375	0.05273438	0.01757813
1f1f2-1f1f3	[2v]	1	0.2285156	0.05273438	0.01757813
1f1f2-1f1f4	[2w]	1	0.2460938	0.05273438	0.01757813
1f1f2-1f1f5	[2x]	1	0.2636719	0.05273438	0.01757813
1f1f2-1f1f6	[2y]	1	0.28125	0.05273438	0.01757813
1f1f2-1f1f7	[2z]	1	0.2988281	0.05273438	0.01757813
1f1f2-1f1f8	[30]	1	0.3164063	0.05273438	0.01757813
1f1f2-1f1f9	[31]	1	0.3339844	0.05273438	0.01757813
1f1f2-1f1fa	[32]	1	0.3515625	0.05273438	0.01757813
1f1f2-1f1fb	[33]	1	0.3691406	0.05273438	0.01757813
1f1f2-1f1fc	[34]	1	0.3867188	0.05273438	0.01757813
1f1f2-1f1fd	[35]	1	0.4042969	0.05273438	0.01757813
1f1f2-1f1fe	[36]	1	0.421875	0.05273438	0.01757813
1f1f2-1f1ff	[37]	1	0.4394531	0.05273438	0.01757813
1f1f2	[38]	1	0.4570313	0.05273438	0.01757813
1f1f3-1f1e6	[39]	1	0.4746094	0.05273438	0.01757813
1f1f3-1f1e8	[3A]	1	0.4921875	0.05273438	0.01757813
1f1f3-1f1ea	[3B]	1	0.5097656	0.05273438	0.01757813
1f1f3-1f1eb	[3C]	1	0.5273438	0.05273438	0.01757813
1f1f3-1f1ec	[3D]	1	0.5449219	0.05273438	0.01757813
1f1f3-1f1ee	[3E]	1	0.5625	0.05273438	0.01757813
1f1f3-1f1f1	[3F]	1	0.5800781	0.05273438	0.01757813
1f1f3-1f1f4	[3G]	1	0.5976563	0.05273438	0.01757813
1f1f3-1f1f5	[3H]	1	0.6152344	0.05273438	0.01757813
1f1f3-1f1f7	[3I]	1	0.6328125	0.05273438	0.01757813
1f1f3-1f1fa	[3J]	1	0.6503906	0.05273438	0.01757813
1f1f3-1f1ff	[3K]	1	0.6679688	0.05273438	0.01757813
1f1f3	[3L]	1	0.6855469	0.05273438	0.01757813
1f1f4-1f1f2	[3M]	1	0.703125	0.05273438	0.01757813
1f1f4	[3N]	1	0.7207031	0.05273438	0.01757813
1f1f5-1f1e6	[3O]	1	0.7382813	0.05273438	0.01757813
1f1f5-1f1ea	[3P]	1	0.7558594	0.05273438	0.01757813
1f1f5-1f1eb	[3Q]	1	0.7734375	0.05273438	0.01757813
1f1f5-1f1ec	[3R]	1	0.7910156	0.05273438	0.01757813
1f1f5-1f1ed	[3S]	1	0.8085938	0.05273438	0.01757813
1f1f5-1f1f0	[3T]	1	0.8261719	0.05273438	0.01757813
1f1f5-1f1f1	[3U]	1	0.84375	0.05273438	0.01757813
1f1f5-1f1f2	[3V]	1	0.8613281	0.05273438	0.01757813
1f1f5-1f1f3	[3W]	1	0.8789063	0.05273438	0.01757813
1f1f5-1f1f7	[3X]	1	0.8964844	0.05273438	0.01757813
1f1f5-1f1f8	[3Y]	1	0.9140625	0.05273438	0.01757813
1f1f5-1f1f9	[3Z]	1	0.9316406	0.05273438	0.01757813
1f1f5-1f1fc	[3a]	1	0.9492188	0.05273438	0.01757813
1f1f5-1f1fe	[3b]	1	0.9667969	0.05273438	0.01757813
1f1f5	[3c]	1	0	0.0703125	0.01757813
1f1f6-1f1e6	[3d]	1	0.01757813	0.0703125	0.01757813
1f1f6	[3e]	1	0.03515625	0.0703125	0.01757813
1f1f7-1f1ea	[3f]	1	0.05273438	0.0703125	0.01757813
1f1f7-1f1f4	[3g]	1	0.0703125	0.0703125	0.01757813
1f1f7-1f1f8	[3h]	1	0.08789063	0.0703125	0.01757813
1f1f7-1f1fa	[3i]	1	0.1054688	0.0703125	0.01757813
1f1f7-1f1fc	[3j]	1	0.1230469	0.0703125	0.01757813
1f1f7	[3k]	1	0.140625	0.0703125	0.01757813
1f1f8-1f1e6	[3l]	1	0.1582031	0.0703125	0.01757813
1f1f8-1f1e7	[3m]	1	0.1757813	0.0703125	0.01757813
1f1f8-1f1e8	[3n]	1	0.1933594	0.0703125	0.01757813
1f1f8-1f1e9	[3o]	1	0.2109375	0.0703125	0.01757813
1f1f8-1f1ea	[3p]	1	0.2285156	0.0703125	0.01757813
1f1f8-1f1ec	[3q]	1	0.2460938	0.0703125	0.01757813
1f1f8-1f1ed	[3r]	1	0.2636719	0.0703125	0.01757813
1f1f8-1f1ee	[3s]	1	0.28125	0.0703125	0.01757813
1f1f8-1f1ef	[3t]	1	0.2988281	0.0703125	0.01757813
1f1f8-1f1f0	[3u]	1	0.3164063	0.0703125	0.01757813
1f1f8-1f1f1	[3v]	1	0.3339844	0.0703125	0.01757813
1f1f8-1f1f2	[3w]	1	0.3515625	0.0703125	0.01757813
1f1f8-1f1f3	[3x]	1	0.3691406	0.0703125	0.01757813
1f1f8-1f1f4	[3y]	1	0.3867188	0.0703125	0.01757813
1f1f8-1f1f7	[3z]	1	0.4042969	0.0703125	0.01757813
1f1f8-1f1f8	[40]	1	0.421875	0.0703125	0.01757813
1f1f8-1f1f9	[41]	1	0.4394531	0.0703125	0.01757813
1f1f8-1f1fb	[42]	1	0.4570313	0.0703125	0.01757813
1f1f8-1f1fd	[43]	1	0.4746094	0.0703125	0.01757813
1f1f8-1f1fe	[44]	1	0.4921875	0.0703125	0.01757813
1f1f8-1f1ff	[45]	1	0.5097656	0.0703125	0.01757813
1f1f8	[46]	1	0.5273438	0.0703125	0.01757813
1f1f9-1f1e6	[47]	1	0.5449219	0.0703125	0.01757813
1f1f9-1f1e8	[48]	1	0.5625	0.0703125	0.01757813
1f1f9-1f1e9	[49]	1	0.5800781	0.0703125	0.01757813
1f1f9-1f1eb	[4A]	1	0.5976563	0.0703125	0.01757813
1f1f9-1f1ec	[4B]	1	0.6152344	0.0703125	0.01757813
1f1f9-1f1ed	[4C]	1	0.6328125	0.0703125	0.01757813
1f1f9-1f1ef	[4D]	1	0.6503906	0.0703125	0.01757813
1f1f9-1f1f0	[4E]	1	0.6679688	0.0703125	0.01757813
1f1f9-1f1f1	[4F]	1	0.6855469	0.0703125	0.01757813
1f1f9-1f1f2	[4G]	1	0.703125	0.0703125	0.01757813
1f1f9-1f1f3	[4H]	1	0.7207031	0.0703125	0.01757813
1f1f9-1f1f4	[4I]	1	0.7382813	0.0703125	0.01757813
1f1f9-1f1f7	[4J]	1	0.7558594	0.0703125	0.01757813
1f1f9-1f1f9	[4K]	1	0.7734375	0.0703125	0.01757813
1f1f9-1f1fb	[4L]	1	0.7910156	0.0703125	0.01757813
1f1f9-1f1fc	[4M]	1	0.8085938	0.0703125	0.01757813
1f1f9-1f1ff	[4N]	1	0.8261719	0.0703125	0.01757813
1f1f9	[4O]	1	0.84375	0.0703125	0.01757813
1f1fa-1f1e6	[4P]	1	0.8613281	0.0703125	0.01757813
1f1fa-1f1ec	[4Q]	1	0.8789063	0.0703125	0.01757813
1f1fa-1f1f2	[4R]	1	0.8964844	0.0703125	0.01757813
1f1fa-1f1f8	[4S]	1	0.9140625	0.0703125	0.01757813
1f1fa-1f1fe	[4T]	1	0.9316406	0.0703125	0.01757813
1f1fa-1f1ff	[4U]	1	0.9492188	0.0703125	0.01757813
1f1fa	[4V]	1	0.9667969	0.0703125	0.01757813
1f1fb-1f1e6	[4W]	1	0	0.08789063	0.01757813
1f1fb-1f1e8	[4X]	1	0.01757813	0.08789063	0.01757813
1f1fb-1f1ea	[4Y]	1	0.03515625	0.08789063	0.01757813
1f1fb-1f1ec	[4Z]	1	0.05273438	0.08789063	0.01757813
1f1fb-1f1ee	[4a]	1	0.0703125	0.08789063	0.01757813
1f1fb-1f1f3	[4b]	1	0.08789063	0.08789063	0.01757813
1f1fb-1f1fa	[4c]	1	0.1054688	0.08789063	0.01757813
1f1fb	[4d]	1	0.1230469	0.08789063	0.01757813
1f1fc-1f1eb	[4e]	1	0.140625	0.08789063	0.01757813
1f1fc-1f1f8	[4f]	1	0.1582031	0.08789063	0.01757813
1f1fc	[4g]	1	0.1757813	0.08789063	0.01757813
1f1fd-1f1f0	[4h]	1	0.1933594	0.08789063	0.01757813
1f1fd	[4i]	1	0.2109375	0.08789063	0.01757813
1f1fe-1f1ea	[4j]	1	0.2285156	0.08789063	0.01757813
1f1fe-1f1f9	[4k]	1	0.2460938	0.08789063	0.01757813
1f1fe	[4l]	1	0.2636719	0.08789063	0.01757813
1f1ff-1f1e6	[4m]	1	0.28125	0.08789063	0.01757813
1f1ff-1f1f2	[4n]	1	0.2988281	0.08789063	0.01757813
1f1ff-1f1fc	[4o]	1	0.3164063	0.08789063	0.01757813
1f1ff	[4p]	1	0.3339844	0.08789063	0.01757813
1f201	[4q]	1	0.3515625	0.08789063	0.01757813
1f202	[4r]	1	0.3691406	0.08789063	0.01757813
1f21a	[4s]	1	0.3867188	0.08789063	0.01757813
1f22f	[4t]	1	0.4042969	0.08789063	0.01757813
1f232	[4u]	1	0.421875	0.08789063	0.01757813
1f233	[4v]	1	0.4394531	0.08789063	0.01757813
1f234	[4w]	1	0.4570313	0.08789063	0.01757813
1f235	[4x]	1	0.4746094	0.08789063	0.01757813
1f236	[4y]	1	0.4921875	0.08789063	0.01757813
1f237	[4z]	1	0.5097656	0.08789063	0.01757813
1f238	[50]	1	0.5273438	0.08789063	0.01757813
1f239	[51]	1	0.5449219	0.08789063	0.01757813
1f23a	[52]	1	0.5625	0.08789063	0.01757813
1f250	[53]	1	0.5800781	0.08789063	0.01757813
1f251	[54]	1	0.5976563	0.08789063	0.01757813
1f300	[55]	1	0.6152344	0.08789063	0.01757813
1f301	[56]	1	0.6328125	0.08789063	0.01757813
1f302	[57]	1	0.6503906	0.08789063	0.01757813
1f303	[58]	1	0.6679688	0.08789063	0.01757813
1f304	[59]	1	0.6855469	0.08789063	0.01757813
1f305	[5A]	1	0.703125	0.08789063	0.01757813
1f306	[5B]	1	0.7207031	0.08789063	0.01757813
1f307	[5C]	1	0.7382813	0.08789063	0.01757813
1f308	[5D]	1	0.7558594	0.08789063	0.01757813
1f309	[5E]	1	0.7734375	0.08789063	0.01757813
1f30a	[5F]	1	0.7910156	0.08789063	0.01757813
1f30b	[5G]	1	0.8085938	0.08789063	0.01757813
1f30c	[5H]	1	0.8261719	0.08789063	0.01757813
1f30d	[5I]	1	0.84375	0.08789063	0.01757813
1f30e	[5J]	1	0.8613281	0.08789063	0.01757813
1f30f	[5K]	1	0.8789063	0.08789063	0.01757813
1f310	[5L]	1	0.8964844	0.08789063	0.01757813
1f311	[5M]	1	0.9140625	0.08789063	0.01757813
1f312	[5N]	1	0.9316406	0.08789063	0.01757813
1f313	[5O]	1	0.9492188	0.08789063	0.01757813
1f314	[5P]	1	0.9667969	0.08789063	0.01757813
1f315	[5Q]	1	0	0.1054688	0.01757813
1f316	[5R]	1	0.01757813	0.1054688	0.01757813
1f317	[5S]	1	0.03515625	0.1054688	0.01757813
1f318	[5T]	1	0.05273438	0.1054688	0.01757813
1f319	[5U]	1	0.0703125	0.1054688	0.01757813
1f31a	[5V]	1	0.08789063	0.1054688	0.01757813
1f31b	[5W]	1	0.1054688	0.1054688	0.01757813
1f31c	[5X]	1	0.1230469	0.1054688	0.01757813
1f31d	[5Y]	1	0.140625	0.1054688	0.01757813
1f31e	[5Z]	1	0.1582031	0.1054688	0.01757813
1f31f	[5a]	1	0.1757813	0.1054688	0.01757813
1f320	[5b]	1	0.1933594	0.1054688	0.01757813
1f321	[5c]	1	0.2109375	0.1054688	0.01757813
1f324	[5d]	1	0.2285156	0.1054688	0.01757813
1f325	[5e]	1	0.2460938	0.1054688	0.01757813
1f326	[5f]	1	0.2636719	0.1054688	0.01757813
1f327	[5g]	1	0.28125	0.1054688	0.01757813
1f328	[5h]	1	0.2988281	0.1054688	0.01757813
1f329	[5i]	1	0.3164063	0.1054688	0.01757813
1f32a	[5j]	1	0.3339844	0.1054688	0.01757813
1f32b	[5k]	1	0.3515625	0.1054688	0.01757813
1f32c	[5l]	1	0.3691406	0.1054688	0.01757813
1f32d	[5m]	1	0.3867188	0.1054688	0.01757813
1f32e	[5n]	1	0.4042969	0.1054688	0.01757813
1f32f	[5o]	1	0.421875	0.1054688	0.01757813
1f330	[5p]	1	0.4394531	0.1054688	0.01757813
1f331	[5q]	1	0.4570313	0.1054688	0.01757813
1f332	[5r]	1	0.4746094	0.1054688	0.01757813
1f333	[5s]	1	0.4921875	0.1054688	0.01757813
1f334	[5t]	1	0.5097656	0.1054688	0.01757813
1f335	[5u]	1	0.5273438	0.1054688	0.01757813
1f336	[5v]	1	0.5449219	0.1054688	0.01757813
1f337	[5w]	1	0.5625	0.1054688	0.01757813
1f338	[5x]	1	0.5800781	0.1054688	0.01757813
1f339	[5y]	1	0.5976563	0.1054688	0.01757813
1f33a	[5z]	1	0.6152344	0.1054688	0.01757813
1f33b	[60]	1	0.6328125	0.1054688	0.01757813
1f33c	[61]	1	0.6503906	0.1054688	0.01757813
1f33d	[62]	1	0.6679688	0.1054688	0.01757813
1f33e	[63]	1	0.6855469	0.1054688	0.01757813
1f33f	[64]	1	0.703125	0.1054688	0.01757813
1f340	[65]	1	0.7207031	0.1054688	0.01757813
1f341	[66]	1	0.7382813	0.1054688	0.01757813
1f342	[67]	1	0.7558594	0.1054688	0.01757813
1f343	[68]	1	0.7734375	0.1054688	0.01757813
1f344	[69]	1	0.7910156	0.1054688	0.01757813
1f345	[6A]	1	0.8085938	0.1054688	0.01757813
1f346	[6B]	1	0.8261719	0.1054688	0.01757813
1f347	[6C]	1	0.84375	0.1054688	0.01757813
1f348	[6D]	1	0.8613281	0.1054688	0.01757813
1f349	[6E]	1	0.8789063	0.1054688	0.01757813
1f34a	[6F]	1	0.8964844	0.1054688	0.01757813
1f34b	[6G]	1	0.9140625	0.1054688	0.01757813
1f34c	[6H]	1	0.9316406	0.1054688	0.01757813
1f34d	[6I]	1	0.9492188	0.1054688	0.01757813
1f34e	[6J]	1	0.9667969	0.1054688	0.01757813
1f34f	[6K]	1	0	0.1230469	0.01757813
1f350	[6L]	1	0.01757813	0.1230469	0.01757813
1f351	[6M]	1	0.03515625	0.1230469	0.01757813
1f352	[6N]	1	0.05273438	0.1230469	0.01757813
1f353	[6O]	1	0.0703125	0.1230469	0.01757813
1f354	[6P]	1	0.08789063	0.1230469	0.01757813
1f355	[6Q]	1	0.1054688	0.1230469	0.01757813
1f356	[6R]	1	0.1230469	0.1230469	0.01757813
1f357	[6S]	1	0.140625	0.1230469	0.01757813
1f358	[6T]	1	0.1582031	0.1230469	0.01757813
1f359	[6U]	1	0.1757813	0.1230469	0.01757813
1f35a	[6V]	1	0.1933594	0.1230469	0.01757813
1f35b	[6W]	1	0.2109375	0.1230469	0.01757813
1f35c	[6X]	1	0.2285156	0.1230469	0.01757813
1f35d	[6Y]	1	0.2460938	0.1230469	0.01757813
1f35e	[6Z]	1	0.2636719	0.1230469	0.01757813
1f35f	[6a]	1	0.28125	0.1230469	0.01757813
1f360	[6b]	1	0.2988281	0.1230469	0.01757813
1f361	[6c]	1	0.3164063	0.1230469	0.01757813
1f362	[6d]	1	0.3339844	0.1230469	0.01757813
1f363	[6e]	1	0.3515625	0.1230469	0.01757813
1f364	[6f]	1	0.3691406	0.1230469	0.01757813
1f365	[6g]	1	0.3867188	0.1230469	0.01757813
1f366	[6h]	1	0.4042969	0.1230469	0.01757813
1f367	[6i]	1	0.421875	0.1230469	0.01757813
1f368	[6j]	1	0.4394531	0.1230469	0.01757813
1f369	[6k]	1	0.4570313	0.1230469	0.01757813
1f36a	[6l]	1	0.4746094	0.1230469	0.01757813
